id,timestamp,full_sq,life_sq,kitch_sq,num_room,floor,max_floor,state,material,build_year,full_all,sub_area,salary,fixed_basket,rent_price_1room_eco,rent_price_2room_eco,rent_price_3room_eco,average_life_exp,price_doc
15531,2014-02-27,52.0,30.0,8.0,2.0,4.0,16.0,3.0,1.0,1978.0,65972,Ostankinskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,10900000
15501,2014-02-27,75.0,75.0,1.0,3.0,8.0,17.0,1.0,1.0,2014.0,21819,Poselenie Desjonovskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,6330704
15495,2014-02-27,34.0,19.0,9.0,1.0,16.0,16.0,3.0,5.0,1979.0,76284,Nagatinskij Zaton,61208.0,15730.81,33.65,41.79,49.24,76.7,7950000
15496,2014-02-27,32.0,20.0,5.0,1.0,4.0,9.0,2.0,5.0,1963.0,130396,Cheremushki,61208.0,15730.81,33.65,41.79,49.24,76.7,6550000
15489,2014-02-27,35.0,19.0,9.0,1.0,10.0,12.0,3.0,5.0,1969.0,85083,Sokolinaja Gora,61208.0,15730.81,33.65,41.79,49.24,76.7,6800000
15526,2014-02-27,34.0,19.0,6.0,1.0,9.0,9.0,2.0,1.0,1970.0,111874,Chertanovo Central'noe,61208.0,15730.81,33.65,41.79,49.24,76.7,5225000
15532,2014-02-27,44.0,28.0,5.0,2.0,8.0,9.0,2.0,1.0,1978.0,61396,Otradnoe,61208.0,15730.81,33.65,41.79,49.24,76.7,7150000
15484,2014-02-27,44.0,29.0,6.0,2.0,3.0,9.0,2.0,1.0,1974.0,157010,Ivanovskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,3000000
15530,2014-02-27,41.0,18.0,1.0,1.0,1.0,1.0,1.0,6.0,2015.0,9553,Poselenie Voskresenskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,4747800
15485,2014-02-27,32.0,17.0,9.0,1.0,1.0,12.0,2.0,1.0,1967.0,85083,Sokolinaja Gora,61208.0,15730.81,33.65,41.79,49.24,76.7,6000000
15494,2014-02-27,77.0,75.0,10.0,3.0,10.0,16.0,2.0,1.0,1988.0,102726,Jakimanka,61208.0,15730.81,33.65,41.79,49.24,76.7,1000000
15488,2014-02-27,38.0,19.0,10.0,1.0,16.0,16.0,2.0,5.0,1982.0,78810,Koptevo,61208.0,15730.81,33.65,41.79,49.24,76.7,2000000
15502,2014-02-27,41.0,40.0,1.0,1.0,4.0,25.0,,1.0,,7341,Poselenie Moskovskij,61208.0,15730.81,33.65,41.79,49.24,76.7,4016339
15524,2014-02-27,86.0,50.0,10.0,3.0,2.0,23.0,3.0,1.0,2009.0,96959,Levoberezhnoe,61208.0,15730.81,33.65,41.79,49.24,76.7,5100000
15529,2014-02-27,51.0,30.0,10.0,2.0,2.0,12.0,3.0,5.0,1978.0,48439,Zjablikovo,61208.0,15730.81,33.65,41.79,49.24,76.7,8000000
15534,2014-02-27,38.0,19.0,7.0,1.0,2.0,12.0,3.0,1.0,2005.0,102828,Kosino-Uhtomskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,5300000
15533,2014-02-27,41.0,20.0,8.0,1.0,5.0,14.0,3.0,1.0,1991.0,78616,Severnoe Butovo,61208.0,15730.81,33.65,41.79,49.24,76.7,6250000
15503,2014-02-27,43.0,28.0,5.0,2.0,1.0,5.0,2.0,2.0,1962.0,1452550,Bogorodskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,4153000
15517,2014-02-27,51.0,29.0,8.0,3.0,3.0,14.0,2.0,1.0,1987.0,94561,Novokosino,61208.0,15730.81,33.65,41.79,49.24,76.7,7500000
15522,2014-02-27,38.0,23.0,6.0,2.0,4.0,14.0,2.0,5.0,1970.0,79576,Losinoostrovskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,5000000
15492,2014-02-27,51.0,30.0,8.0,2.0,12.0,14.0,3.0,1.0,1994.0,165727,Mar'ino,61208.0,15730.81,33.65,41.79,49.24,76.7,7700000
15511,2014-02-27,64.0,63.0,1.0,2.0,2.0,2.0,,1.0,,7341,Poselenie Moskovskij,61208.0,15730.81,33.65,41.79,49.24,76.7,5566016
15514,2014-02-27,54.0,30.0,8.0,2.0,13.0,14.0,3.0,1.0,1998.0,37502,Sviblovo,61208.0,15730.81,33.65,41.79,49.24,76.7,11000000
15486,2014-02-27,47.0,46.0,1.0,1.0,9.0,9.0,1.0,1.0,2014.0,87713,Zapadnoe Degunino,61208.0,15730.81,33.65,41.79,49.24,76.7,3181075
15498,2014-02-27,82.0,49.0,8.0,3.0,2.0,12.0,3.0,1.0,1982.0,86206,Bibirevo,61208.0,15730.81,33.65,41.79,49.24,76.7,11700000
15515,2014-02-27,54.0,32.0,9.0,2.0,10.0,17.0,,1.0,2008.0,80917,Marfino,61208.0,15730.81,33.65,41.79,49.24,76.7,2000000
15523,2014-02-27,38.0,20.0,8.0,1.0,4.0,10.0,2.0,1.0,2001.0,85219,Matushkino,61208.0,15730.81,33.65,41.79,49.24,76.7,3000000
15490,2014-02-27,37.0,18.0,7.0,1.0,6.0,16.0,3.0,1.0,1998.0,166803,Shhukino,61208.0,15730.81,33.65,41.79,49.24,76.7,2000000
15506,2014-02-27,63.0,44.0,6.0,3.0,11.0,12.0,2.0,1.0,1973.0,76670,Zjuzino,61208.0,15730.81,33.65,41.79,49.24,76.7,9500000
25170,2014-11-24,34.0,27.0,7.0,1.0,6.0,12.0,3.0,1.0,1982.0,19940,Nizhegorodskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6640000
25208,2014-11-24,59.0,58.0,1.0,2.0,19.0,21.0,1.0,1.0,,116742,Tverskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6146400
25210,2014-11-24,32.0,18.0,5.0,1.0,4.0,9.0,2.0,1.0,1979.0,156377,Strogino,61208.0,16648.7,34.3,43.23,53.21,76.7,6000000
25220,2014-11-24,39.0,24.0,5.0,2.0,2.0,5.0,2.0,2.0,1961.0,73148,Vojkovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,7200000
25184,2014-11-24,45.0,29.0,5.0,2.0,4.0,5.0,3.0,2.0,1963.0,100846,Dmitrovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6150000
25212,2014-11-24,44.0,28.0,5.0,2.0,6.0,9.0,2.0,1.0,1970.0,104410,Veshnjaki,61208.0,16648.7,34.3,43.23,53.21,76.7,6600000
25214,2014-11-24,44.0,28.0,5.0,2.0,1.0,9.0,2.0,1.0,1969.0,1452550,Bogorodskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6750000
25221,2014-11-24,34.0,21.0,6.0,1.0,7.0,9.0,3.0,1.0,1970.0,83369,Rjazanskij,61208.0,16648.7,34.3,43.23,53.21,76.7,5850000
25168,2014-11-24,54.0,32.0,9.0,2.0,15.0,16.0,4.0,1.0,1977.0,77878,Orehovo-Borisovo Severnoe,61208.0,16648.7,34.3,43.23,53.21,76.7,10400000
25199,2014-11-24,59.0,43.0,6.0,3.0,4.0,9.0,2.0,1.0,1969.0,79576,Losinoostrovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,8700000
25193,2014-11-24,32.0,21.0,5.0,1.0,8.0,9.0,2.0,2.0,1964.0,178473,Pokrovskoe Streshnevo,61208.0,16648.7,34.3,43.23,53.21,76.7,5880000
25179,2014-11-24,38.0,19.0,7.0,1.0,16.0,16.0,3.0,1.0,1983.0,129207,Orehovo-Borisovo Juzhnoe,61208.0,16648.7,34.3,43.23,53.21,76.7,7000000
25206,2014-11-24,69.0,69.0,0.0,3.0,3.0,3.0,1.0,2.0,2014.0,8384,Poselenie Novofedorovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,3748680
25204,2014-11-24,38.0,20.0,8.0,1.0,8.0,17.0,1.0,4.0,2015.0,21819,Poselenie Desjonovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,3813607
25190,2014-11-24,85.0,84.0,1.0,3.0,5.0,25.0,1.0,6.0,2016.0,21155,Mitino,61208.0,16648.7,34.3,43.23,53.21,76.7,11315970
25219,2014-11-24,44.0,28.0,5.0,2.0,5.0,9.0,2.0,2.0,1965.0,101708,Juzhnoportovoe,61208.0,16648.7,34.3,43.23,53.21,76.7,8500000
25195,2014-11-24,36.0,20.0,6.0,1.0,6.0,9.0,1.0,1.0,1975.0,129207,Orehovo-Borisovo Juzhnoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6050000
25177,2014-11-24,75.0,46.0,10.0,3.0,14.0,17.0,3.0,1.0,1990.0,78616,Severnoe Butovo,61208.0,16648.7,34.3,43.23,53.21,76.7,11350000
25162,2014-11-24,38.0,20.0,8.0,1.0,4.0,14.0,2.0,1.0,2003.0,37807,Savelki,61208.0,16648.7,34.3,43.23,53.21,76.7,4550000
25198,2014-11-24,60.0,33.0,10.0,2.0,15.0,17.0,,1.0,1990.0,94561,Novokosino,61208.0,16648.7,34.3,43.23,53.21,76.7,9550000
25202,2014-11-24,39.0,23.0,6.0,2.0,12.0,12.0,3.0,5.0,1971.0,31167,Kuz'minki,61208.0,16648.7,34.3,43.23,53.21,76.7,7500000
25173,2014-11-24,76.0,45.0,10.0,3.0,11.0,16.0,3.0,1.0,1981.0,111874,Chertanovo Central'noe,61208.0,16648.7,34.3,43.23,53.21,76.7,12000000
25169,2014-11-24,42.0,28.0,5.0,2.0,1.0,5.0,2.0,2.0,1960.0,36154,Perovo,61208.0,16648.7,34.3,43.23,53.21,76.7,1000000
25175,2014-11-24,31.0,18.0,5.0,1.0,1.0,5.0,2.0,5.0,1962.0,118945,Vostochnoe Izmajlovo,61208.0,16648.7,34.3,43.23,53.21,76.7,1000000
25185,2014-11-24,37.0,19.0,9.0,1.0,9.0,14.0,3.0,1.0,1970.0,72131,Novogireevo,61208.0,16648.7,34.3,43.23,53.21,76.7,6700000
25178,2014-11-24,31.0,17.0,7.0,1.0,3.0,14.0,2.0,2.0,1970.0,60315,Severnoe Medvedkovo,61208.0,16648.7,34.3,43.23,53.21,76.7,6300000
25183,2014-11-24,44.0,27.0,5.0,2.0,2.0,5.0,3.0,2.0,1967.0,115352,Nagornoe,61208.0,16648.7,34.3,43.23,53.21,76.7,7300000
25215,2014-11-24,52.0,30.0,8.0,2.0,8.0,12.0,3.0,1.0,1985.0,142243,Lefortovo,61208.0,16648.7,34.3,43.23,53.21,76.7,10400000
25186,2014-11-24,216.0,121.0,20.0,4.0,27.0,30.0,4.0,4.0,2003.0,102726,Jakimanka,61208.0,16648.7,34.3,43.23,53.21,76.7,64000000
25176,2014-11-24,80.0,44.0,10.0,3.0,10.0,22.0,3.0,1.0,1992.0,61039,Ramenki,61208.0,16648.7,34.3,43.23,53.21,76.7,18400000
25194,2014-11-24,35.0,19.0,9.0,1.0,12.0,12.0,3.0,1.0,1968.0,155572,Butyrskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,7200000
25197,2014-11-24,53.0,28.0,10.0,2.0,8.0,16.0,2.0,1.0,1976.0,94564,Golovinskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,10000000
25166,2014-11-24,59.0,34.0,10.0,2.0,5.0,5.0,2.0,1.0,2015.0,13890,Poselenie Sosenskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,7392810
25217,2014-11-24,45.0,29.0,6.0,2.0,3.0,9.0,2.0,1.0,1970.0,53786,Severnoe Tushino,61208.0,16648.7,34.3,43.23,53.21,76.7,3000000
25205,2014-11-24,44.0,28.0,6.0,2.0,7.0,9.0,2.0,1.0,1970.0,111874,Chertanovo Central'noe,61208.0,16648.7,34.3,43.23,53.21,76.7,7250000
25163,2014-11-24,52.0,51.0,1.0,1.0,7.0,9.0,,1.0,,87713,Zapadnoe Degunino,61208.0,16648.7,34.3,43.23,53.21,76.7,3940000
25207,2014-11-24,129.0,84.0,6.0,3.0,18.0,18.0,1.0,6.0,2013.0,73007,Begovoe,61208.0,16648.7,34.3,43.23,53.21,76.7,33750000
25209,2014-11-24,52.0,51.0,0.0,2.0,11.0,17.0,1.0,4.0,2015.0,247469,Nekrasovka,61208.0,16648.7,34.3,43.23,53.21,76.7,5909900
25191,2014-11-24,63.0,62.0,6.0,3.0,4.0,17.0,3.0,1.0,1981.0,105663,Juzhnoe Tushino,61208.0,16648.7,34.3,43.23,53.21,76.7,10000000
25157,2014-11-24,39.0,23.0,5.0,2.0,1.0,5.0,2.0,2.0,1960.0,1452550,Bogorodskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6200000
25159,2014-11-24,76.0,44.0,10.0,3.0,7.0,15.0,3.0,1.0,1982.0,116742,Tverskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,15800000
25192,2014-11-24,81.0,44.0,10.0,3.0,1.0,16.0,3.0,1.0,1979.0,90114,Teplyj Stan,61208.0,16648.7,34.3,43.23,53.21,76.7,12500000
25203,2014-11-24,32.0,20.0,5.0,1.0,2.0,2.0,2.0,5.0,1964.0,72131,Novogireevo,61208.0,16648.7,34.3,43.23,53.21,76.7,990000
25200,2014-11-24,78.0,68.0,10.0,3.0,1.0,3.0,1.0,4.0,2015.0,2942,Poselenie Filimonkovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6344862
25180,2014-11-24,42.0,26.0,5.0,2.0,3.0,5.0,2.0,2.0,1960.0,166803,Shhukino,61208.0,16648.7,34.3,43.23,53.21,76.7,7380000
17701,2014-04-22,66.0,39.0,8.0,3.0,5.0,12.0,2.0,1.0,1975.0,86206,Bibirevo,61208.0,16041.58,32.96,40.95,49.32,76.7,10000000
17721,2014-04-22,42.0,41.0,1.0,1.0,10.0,25.0,1.0,2.0,2014.0,116742,Tverskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,5313000
17678,2014-04-22,63.0,34.0,12.0,2.0,4.0,17.0,3.0,1.0,2000.0,37502,Sviblovo,61208.0,16041.58,32.96,40.95,49.32,76.7,11000000
17731,2014-04-22,31.0,19.0,9.0,1.0,4.0,9.0,3.0,2.0,1972.0,57405,Preobrazhenskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,7000000
17685,2014-04-22,73.0,41.0,9.0,3.0,21.0,22.0,2.0,5.0,1985.0,38075,Silino,61208.0,16041.58,32.96,40.95,49.32,76.7,8600000
17726,2014-04-22,55.0,24.0,12.0,1.0,19.0,25.0,1.0,6.0,2010.0,94564,Golovinskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,9685600
17712,2014-04-22,40.0,22.0,8.0,1.0,2.0,5.0,2.0,2.0,1961.0,101708,Juzhnoportovoe,61208.0,16041.58,32.96,40.95,49.32,76.7,6400000
17691,2014-04-22,52.0,34.0,5.0,3.0,4.0,4.0,2.0,2.0,1968.0,145088,Birjulevo Zapadnoe,61208.0,16041.58,32.96,40.95,49.32,76.7,5800000
17682,2014-04-22,31.0,19.0,5.0,1.0,3.0,4.0,3.0,5.0,1960.0,1359171,Alekseevskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,6000000
17702,2014-04-22,34.0,22.0,5.0,1.0,3.0,5.0,3.0,2.0,1966.0,100846,Dmitrovskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,5080000
17722,2014-04-22,57.0,38.0,5.0,3.0,3.0,8.0,,2.0,1961.0,1362363,Akademicheskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,12350000
17708,2014-04-22,86.0,55.0,11.0,3.0,1.0,6.0,3.0,2.0,1937.0,21040,Dorogomilovo,61208.0,16041.58,32.96,40.95,49.32,76.7,15520800
17710,2014-04-22,44.0,31.0,5.0,2.0,6.0,9.0,3.0,5.0,1961.0,155427,Horoshevo-Mnevniki,61208.0,16041.58,32.96,40.95,49.32,76.7,7900000
17705,2014-04-22,32.0,17.0,7.0,1.0,3.0,9.0,2.0,2.0,1963.0,166803,Shhukino,61208.0,16041.58,32.96,40.95,49.32,76.7,6950000
17728,2014-04-22,76.0,45.0,10.0,3.0,15.0,17.0,2.0,1.0,1984.0,67710,Krylatskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,14800000
17689,2014-04-22,76.0,45.0,12.0,3.0,16.0,17.0,2.0,1.0,2011.0,247469,Nekrasovka,61208.0,16041.58,32.96,40.95,49.32,76.7,7486000
17719,2014-04-22,35.0,14.0,10.0,1.0,10.0,12.0,3.0,1.0,1999.0,102618,Juzhnoe Butovo,61208.0,16041.58,32.96,40.95,49.32,76.7,2700000
17720,2014-04-22,62.0,58.0,1.0,2.0,13.0,17.0,1.0,1.0,2014.0,247469,Nekrasovka,61208.0,16041.58,32.96,40.95,49.32,76.7,6334200
17733,2014-04-22,70.0,49.0,6.0,4.0,9.0,16.0,,1.0,1967.0,83844,Obruchevskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,12500000
17687,2014-04-22,63.0,39.0,8.0,3.0,2.0,9.0,,1.0,1977.0,68630,Lianozovo,61208.0,16041.58,32.96,40.95,49.32,76.7,1000000
17725,2014-04-22,34.0,19.0,6.0,1.0,7.0,9.0,3.0,1.0,1972.0,112221,Chertanovo Juzhnoe,61208.0,16041.58,32.96,40.95,49.32,76.7,6150000
17717,2014-04-22,76.0,45.0,10.0,3.0,2.0,17.0,3.0,1.0,1992.0,221709,Krjukovo,61208.0,16041.58,32.96,40.95,49.32,76.7,1000000
17686,2014-04-22,107.0,58.0,16.0,3.0,19.0,22.0,3.0,4.0,2004.0,178473,Pokrovskoe Streshnevo,61208.0,16041.58,32.96,40.95,49.32,76.7,28420000
17696,2014-04-22,39.0,18.0,9.0,1.0,4.0,18.0,,4.0,2007.0,12327,Gol'janovo,61208.0,16041.58,32.96,40.95,49.32,76.7,1150000
17704,2014-04-22,45.0,27.0,6.0,2.0,9.0,12.0,,1.0,1972.0,106445,Gagarinskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,9000000
17694,2014-04-22,34.0,19.0,9.0,1.0,6.0,12.0,3.0,1.0,1970.0,111874,Chertanovo Central'noe,61208.0,16041.58,32.96,40.95,49.32,76.7,6100000
17735,2014-04-22,45.0,30.0,5.0,2.0,3.0,5.0,,1.0,1962.0,118843,Prospekt Vernadskogo,61208.0,16041.58,32.96,40.95,49.32,76.7,7700000
17692,2014-04-22,78.0,68.0,10.0,3.0,17.0,17.0,,1.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,8122791
17693,2014-04-22,82.0,81.0,1.0,3.0,1.0,1.0,,1.0,2014.0,9553,Poselenie Voskresenskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,8271930
17703,2014-04-22,153.0,145.0,19.0,4.0,25.0,31.0,1.0,4.0,2009.0,78507,Kuncevo,61208.0,16041.58,32.96,40.95,49.32,76.7,29000000
17688,2014-04-22,63.0,44.0,7.0,3.0,6.0,12.0,4.0,1.0,1971.0,123000,Kon'kovo,61208.0,16041.58,32.96,40.95,49.32,76.7,14400000
17730,2014-04-22,50.0,14.0,12.0,1.0,9.0,9.0,1.0,6.0,2010.0,153248,Kotlovka,61208.0,16041.58,32.96,40.95,49.32,76.7,9000000
17690,2014-04-22,32.0,18.0,6.0,1.0,6.0,9.0,3.0,1.0,1969.0,43795,Pechatniki,61208.0,16041.58,32.96,40.95,49.32,76.7,5700000
17695,2014-04-22,42.0,28.0,5.0,2.0,2.0,5.0,2.0,2.0,1961.0,1452550,Bogorodskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,6300000
17706,2014-04-22,47.0,42.0,1.0,1.0,4.0,9.0,,6.0,2014.0,5740,Poselenie Pervomajskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,3318635
28837,2015-04-02,33.0,17.0,7.0,1.0,5.0,5.0,2.0,2.0,1950.0,142243,Lefortovo,64310.0,18642.71,31.41,39.92,50.36,76.77,6550000
28833,2015-04-02,38.0,23.0,5.0,2.0,1.0,5.0,3.0,2.0,1960.0,108171,Zamoskvorech'e,64310.0,18642.71,31.41,39.92,50.36,76.77,9600000
28835,2015-04-02,62.0,62.0,1.0,2.0,12.0,17.0,1.0,4.0,2015.0,17790,Poselenie Vnukovskoe,64310.0,18642.71,31.41,39.92,50.36,76.77,7966682
28832,2015-04-02,40.0,20.0,8.0,1.0,5.0,14.0,2.0,1.0,1986.0,48439,Zjablikovo,64310.0,18642.71,31.41,39.92,50.36,76.77,6700000
28815,2015-04-02,53.0,32.0,9.0,2.0,9.0,17.0,2.0,1.0,1982.0,111874,Chertanovo Central'noe,64310.0,18642.71,31.41,39.92,50.36,76.77,8300000
28813,2015-04-02,61.0,61.0,1.0,2.0,5.0,17.0,1.0,1.0,2012.0,125111,Solncevo,64310.0,18642.71,31.41,39.92,50.36,76.77,7472244
28808,2015-04-02,40.0,21.0,8.0,1.0,7.0,10.0,2.0,1.0,1993.0,1318695,Vyhino-Zhulebino,64310.0,18642.71,31.41,39.92,50.36,76.77,5000000
28814,2015-04-02,51.0,34.0,6.0,3.0,7.0,9.0,2.0,1.0,1976.0,178264,Jasenevo,64310.0,18642.71,31.41,39.92,50.36,76.77,1000000
28842,2015-04-02,63.0,45.0,6.0,3.0,8.0,12.0,3.0,1.0,1978.0,64931,Vostochnoe Degunino,64310.0,18642.71,31.41,39.92,50.36,76.77,9500000
28831,2015-04-02,55.0,37.0,5.0,3.0,5.0,5.0,3.0,1.0,1967.0,1318695,Vyhino-Zhulebino,64310.0,18642.71,31.41,39.92,50.36,76.77,7000000
28820,2015-04-02,39.0,39.0,0.0,1.0,16.0,17.0,1.0,4.0,2014.0,221709,Krjukovo,64310.0,18642.71,31.41,39.92,50.36,76.77,4799800
28818,2015-04-02,77.0,44.0,10.0,3.0,15.0,22.0,3.0,1.0,2002.0,37502,Sviblovo,64310.0,18642.71,31.41,39.92,50.36,76.77,11000000
28819,2015-04-02,30.0,18.0,5.0,1.0,5.0,5.0,2.0,2.0,1966.0,91100,Donskoe,64310.0,18642.71,31.41,39.92,50.36,76.77,2000000
28843,2015-04-02,86.0,52.0,8.0,3.0,3.0,5.0,3.0,2.0,1958.0,3521,Savelovskoe,64310.0,18642.71,31.41,39.92,50.36,76.77,15700000
28839,2015-04-02,68.0,44.0,9.0,3.0,8.0,12.0,3.0,5.0,1968.0,125111,Solncevo,64310.0,18642.71,31.41,39.92,50.36,76.77,8600000
28816,2015-04-02,67.0,45.0,8.0,3.0,6.0,12.0,3.0,1.0,1971.0,85219,Matushkino,64310.0,18642.71,31.41,39.92,50.36,76.77,8450000
28817,2015-04-02,61.0,38.0,8.0,3.0,8.0,12.0,1.0,1.0,1983.0,61396,Otradnoe,64310.0,18642.71,31.41,39.92,50.36,76.77,11000000
28812,2015-04-02,53.0,30.0,8.0,2.0,11.0,12.0,3.0,1.0,1984.0,87713,Zapadnoe Degunino,64310.0,18642.71,31.41,39.92,50.36,76.77,9500000
28830,2015-04-02,60.0,60.0,1.0,2.0,2.0,25.0,1.0,1.0,2016.0,247469,Nekrasovka,64310.0,18642.71,31.41,39.92,50.36,76.77,6699000
28823,2015-04-02,38.0,19.0,9.0,1.0,12.0,16.0,1.0,5.0,1984.0,129207,Orehovo-Borisovo Juzhnoe,64310.0,18642.71,31.41,39.92,50.36,76.77,6800000
28810,2015-04-02,45.0,29.0,5.0,2.0,1.0,5.0,2.0,1.0,1969.0,123000,Kon'kovo,64310.0,18642.71,31.41,39.92,50.36,76.77,6800000
28811,2015-04-02,43.0,28.0,5.0,2.0,5.0,5.0,3.0,2.0,1965.0,111023,Ochakovo-Matveevskoe,64310.0,18642.71,31.41,39.92,50.36,76.77,6700000
13312,2013-12-21,53.0,28.0,8.0,2.0,15.0,23.0,3.0,6.0,2007.0,61039,Ramenki,55485.2,15417.34,33.97,42.0,48.5,76.37,13800000
13314,2013-12-21,61.0,32.0,12.0,2.0,15.0,17.0,3.0,1.0,2008.0,7341,Poselenie Moskovskij,55485.2,15417.34,33.97,42.0,48.5,76.37,3965000
13317,2013-12-21,57.0,41.0,5.0,3.0,3.0,5.0,2.0,2.0,1963.0,101982,Tekstil'shhiki,55485.2,15417.34,33.97,42.0,48.5,76.37,7500000
13316,2013-12-21,32.0,18.0,6.0,1.0,6.0,9.0,3.0,1.0,1967.0,53786,Severnoe Tushino,55485.2,15417.34,33.97,42.0,48.5,76.37,5350000
13311,2013-12-21,44.0,28.0,6.0,2.0,2.0,5.0,3.0,2.0,1960.0,78507,Kuncevo,55485.2,15417.34,33.97,42.0,48.5,76.37,7700000
13309,2013-12-21,45.0,28.0,5.0,2.0,3.0,5.0,3.0,5.0,1966.0,91100,Donskoe,55485.2,15417.34,33.97,42.0,48.5,76.37,6250000
13308,2013-12-21,43.0,29.0,5.0,2.0,1.0,5.0,,2.0,1962.0,61396,Otradnoe,55485.2,15417.34,33.97,42.0,48.5,76.37,1800000
27832,2015-02-10,42.0,28.0,5.0,2.0,7.0,9.0,2.0,1.0,1968.0,81887,Hovrino,64310.0,18295.07,34.35,41.86,51.49,76.77,7400000
27842,2015-02-10,104.0,103.0,1.0,1.0,1.0,2.0,,5.0,2014.0,5740,Poselenie Pervomajskoe,64310.0,18295.07,34.35,41.86,51.49,76.77,8446680
27845,2015-02-10,43.0,29.0,6.0,2.0,7.0,9.0,2.0,1.0,1972.0,76284,Nagatinskij Zaton,64310.0,18295.07,34.35,41.86,51.49,76.77,9000000
27819,2015-02-10,38.0,19.0,7.0,1.0,10.0,17.0,3.0,1.0,2000.0,130396,Cheremushki,64310.0,18295.07,34.35,41.86,51.49,76.77,9950000
27833,2015-02-10,46.0,29.0,5.0,2.0,5.0,9.0,3.0,1.0,1969.0,57405,Preobrazhenskoe,64310.0,18295.07,34.35,41.86,51.49,76.77,1000000
27823,2015-02-10,74.0,44.0,10.0,3.0,6.0,17.0,4.0,1.0,1994.0,102618,Juzhnoe Butovo,64310.0,18295.07,34.35,41.86,51.49,76.77,9700000
27839,2015-02-10,40.0,20.0,8.0,1.0,5.0,14.0,2.0,1.0,1985.0,77878,Orehovo-Borisovo Severnoe,64310.0,18295.07,34.35,41.86,51.49,76.77,6500000
27827,2015-02-10,36.0,21.0,6.0,1.0,6.0,9.0,,1.0,1978.0,86206,Bibirevo,64310.0,18295.07,34.35,41.86,51.49,76.77,5950000
27822,2015-02-10,39.0,18.0,9.0,1.0,10.0,17.0,3.0,1.0,2013.0,247469,Nekrasovka,64310.0,18295.07,34.35,41.86,51.49,76.77,4649400
27829,2015-02-10,74.0,33.0,11.0,3.0,2.0,5.0,4.0,2.0,1952.0,166803,Shhukino,64310.0,18295.07,34.35,41.86,51.49,76.77,21500000
27843,2015-02-10,55.0,32.0,9.0,2.0,13.0,17.0,3.0,1.0,1997.0,94561,Novokosino,64310.0,18295.07,34.35,41.86,51.49,76.77,3000000
27836,2015-02-10,41.0,26.0,5.0,2.0,2.0,5.0,3.0,2.0,1961.0,1100773,Ajeroport,64310.0,18295.07,34.35,41.86,51.49,76.77,8000000
27820,2015-02-10,40.0,17.0,8.0,1.0,2.0,17.0,4.0,4.0,2006.0,85219,Matushkino,64310.0,18295.07,34.35,41.86,51.49,76.77,2000000
27837,2015-02-10,58.0,42.0,5.0,3.0,1.0,5.0,2.0,1.0,1966.0,36154,Perovo,64310.0,18295.07,34.35,41.86,51.49,76.77,7150000
27830,2015-02-10,35.0,22.0,7.0,1.0,11.0,12.0,3.0,1.0,1973.0,1716730,Birjulevo Vostochnoe,64310.0,18295.07,34.35,41.86,51.49,76.77,5350000
27838,2015-02-10,42.0,42.0,1.0,1.0,6.0,6.0,1.0,1.0,2015.0,2942,Poselenie Filimonkovskoe,64310.0,18295.07,34.35,41.86,51.49,76.77,3900000
27841,2015-02-10,32.0,19.0,6.0,1.0,8.0,9.0,,1.0,1974.0,90114,Teplyj Stan,64310.0,18295.07,34.35,41.86,51.49,76.77,4800000
