timestamp,salary,fixed_basket,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,average_life_exp
2013-05-04,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-06,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-07,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-08,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-13,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-14,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-15,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-16,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-17,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-20,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-21,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-22,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-23,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-24,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-25,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-27,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-28,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-29,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-30,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-05-31,55485.2,14983.92,47.35,40.77,2.31,76.37
2013-06-01,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-03,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-04,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-05,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-06,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-07,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-10,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-11,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-12,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-13,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-14,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-15,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-17,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-18,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-19,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-20,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-21,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-22,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-24,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-25,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-26,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-27,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-28,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-06-29,55485.2,15130.84,46.56,41.09,32.23,76.37
2013-07-01,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-02,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-03,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-04,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-05,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-06,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-08,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-09,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-10,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-11,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-12,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-13,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-14,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-15,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-16,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-17,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-18,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-19,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-20,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-22,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-23,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-24,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-25,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-26,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-27,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-29,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-30,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-07-31,55485.2,15163.82,48.08,41.42,32.55,76.37
2013-08-01,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-02,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-03,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-05,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-06,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-07,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-08,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-09,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-10,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-12,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-13,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-14,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-15,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-16,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-17,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-19,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-20,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-21,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-22,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-23,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-24,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-26,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-27,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-28,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-29,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-30,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-08-31,55485.2,15241.93,48.22,42.33,33.15,76.37
2013-09-02,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-03,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-04,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-05,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-06,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-07,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-09,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-10,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-11,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-12,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-13,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-14,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-16,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-17,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-18,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-19,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-20,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-21,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-23,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-24,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-25,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-26,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-27,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-28,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-09-30,55485.2,15215.84,49.12,42.1,34.53,76.37
2013-10-01,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-02,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-03,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-04,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-05,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-07,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-08,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-09,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-10,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-11,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-12,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-14,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-15,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-16,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-17,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-18,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-19,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-21,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-22,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-23,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-24,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-25,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-26,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-28,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-29,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-30,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-10-31,55485.2,15285.65,48.28,41.96,34.52,76.37
2013-11-01,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-02,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-05,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-06,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-07,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-08,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-09,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-10,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-11,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-12,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-13,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-14,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-15,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-16,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-18,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-19,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-20,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-21,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-22,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-23,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-25,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-26,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-27,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-28,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-29,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-11-30,55485.2,15367.58,49.29,42.02,34.55,76.37
2013-12-02,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-03,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-04,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-05,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-06,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-07,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-09,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-10,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-11,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-12,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-13,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-14,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-16,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-17,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-18,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-19,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-20,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-21,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-23,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-24,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-25,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-26,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-27,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-28,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-30,55485.2,15417.34,48.5,42.0,33.97,76.37
2013-12-31,55485.2,15417.34,48.5,42.0,33.97,76.37
2014-01-09,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-10,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-11,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-13,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-14,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-15,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-16,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-17,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-18,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-19,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-20,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-21,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-22,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-23,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-24,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-25,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-27,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-28,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-29,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-30,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-01-31,61208.0,15608.27,47.04,41.44,33.49,76.7
2014-02-01,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-02,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-03,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-04,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-05,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-06,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-07,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-08,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-10,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-11,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-12,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-13,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-14,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-15,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-16,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-17,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-18,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-19,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-20,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-21,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-22,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-24,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-25,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-26,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-27,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-02-28,61208.0,15730.81,49.24,41.79,33.65,76.7
2014-03-01,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-03,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-04,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-05,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-06,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-07,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-10,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-11,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-12,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-13,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-14,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-15,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-17,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-18,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-19,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-20,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-21,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-22,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-24,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-25,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-26,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-27,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-28,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-29,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-03-31,61208.0,15916.88,49.75,41.91,33.26,76.7
2014-04-01,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-02,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-03,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-04,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-05,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-07,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-08,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-09,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-10,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-11,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-12,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-13,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-14,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-15,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-16,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-17,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-18,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-19,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-21,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-22,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-23,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-24,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-25,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-26,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-28,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-29,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-04-30,61208.0,16041.58,49.32,40.95,32.96,76.7
2014-05-03,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-04,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-05,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-06,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-07,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-08,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-11,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-12,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-13,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-14,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-15,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-16,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-17,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-19,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-20,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-21,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-22,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-23,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-24,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-25,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-26,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-27,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-28,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-29,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-30,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-05-31,61208.0,16205.25,50.24,41.17,32.87,76.7
2014-06-02,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-03,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-04,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-05,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-06,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-07,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-09,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-10,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-11,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-14,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-16,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-17,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-18,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-19,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-20,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-21,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-23,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-24,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-25,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-26,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-27,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-28,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-29,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-06-30,61208.0,16295.0,48.7,41.18,33.06,76.7
2014-07-01,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-02,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-03,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-04,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-05,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-07,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-08,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-09,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-10,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-11,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-12,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-14,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-15,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-16,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-17,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-18,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-19,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-21,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-22,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-23,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-24,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-25,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-26,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-28,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-29,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-30,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-07-31,61208.0,16251.41,50.93,41.97,33.67,76.7
2014-08-01,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-02,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-04,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-05,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-06,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-07,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-08,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-09,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-11,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-12,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-13,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-14,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-15,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-16,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-18,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-19,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-20,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-21,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-22,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-23,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-25,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-26,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-27,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-28,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-29,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-08-30,61208.0,16134.39,52.81,43.11,34.83,76.7
2014-09-01,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-02,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-03,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-04,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-05,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-06,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-08,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-09,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-10,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-11,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-12,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-13,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-15,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-16,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-17,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-18,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-19,61208.0,16165.3,51.41,43.26,34.52,76.7
