id,full_sq,life_sq,kitch_sq,num_room,floor,max_floor,state,material,build_year,full_all,sub_area,salary,fixed_basket,rent_price_1room_eco,rent_price_2room_eco,rent_price_3room_eco,average_life_exp,price_doc
19818,57.0,42.0,5.0,3.0,2.0,9.0,3.0,2.0,1968.0,111023,Ochakovo-Matveevskoe,61208.0,16295.0,33.06,41.18,48.7,76.7,11150000
19852,59.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,2014.0,247469,Nekrasovka,61208.0,16295.0,33.06,41.18,48.7,76.7,6028200
19812,65.0,34.0,10.0,2.0,9.0,24.0,3.0,6.0,2007.0,68630,Lianozovo,61208.0,16295.0,33.06,41.18,48.7,76.7,3000000
19840,32.0,18.0,6.0,1.0,7.0,9.0,3.0,1.0,1972.0,111874,Chertanovo Central'noe,61208.0,16295.0,33.06,41.18,48.7,76.7,5500000
19854,34.0,20.0,6.0,1.0,5.0,9.0,2.0,1.0,1979.0,61396,Otradnoe,61208.0,16295.0,33.06,41.18,48.7,76.7,6550000
19806,56.0,34.0,8.0,2.0,7.0,16.0,2.0,1.0,1971.0,111874,Chertanovo Central'noe,61208.0,16295.0,33.06,41.18,48.7,76.7,9200000
19860,90.0,61.0,10.0,4.0,1.0,16.0,2.0,1.0,2001.0,102618,Juzhnoe Butovo,61208.0,16295.0,33.06,41.18,48.7,76.7,12800000
19837,80.0,50.0,8.0,3.0,1.0,5.0,4.0,2.0,1953.0,118945,Vostochnoe Izmajlovo,61208.0,16295.0,33.06,41.18,48.7,76.7,13500000
19865,44.0,28.0,6.0,2.0,6.0,9.0,2.0,1.0,1976.0,76670,Zjuzino,61208.0,16295.0,33.06,41.18,48.7,76.7,7280000
19844,38.0,18.0,9.0,1.0,2.0,17.0,2.0,1.0,2011.0,41504,Beskudnikovskoe,61208.0,16295.0,33.06,41.18,48.7,76.7,3000000
19863,53.0,31.0,9.0,2.0,5.0,22.0,3.0,4.0,2004.0,94561,Novokosino,61208.0,16295.0,33.06,41.18,48.7,76.7,9600000
19822,61.0,61.0,0.0,2.0,7.0,7.0,3.0,1.0,2015.0,13890,Poselenie Sosenskoe,61208.0,16295.0,33.06,41.18,48.7,76.7,7325634
19843,44.0,26.0,5.0,2.0,2.0,5.0,3.0,2.0,1962.0,76670,Zjuzino,61208.0,16295.0,33.06,41.18,48.7,76.7,7000000
19858,38.0,18.0,7.0,1.0,3.0,17.0,2.0,1.0,2000.0,104410,Veshnjaki,61208.0,16295.0,33.06,41.18,48.7,76.7,6350000
19864,35.0,18.0,8.0,1.0,5.0,5.0,2.0,1.0,1960.0,89467,Fili Davydkovo,61208.0,16295.0,33.06,41.18,48.7,76.7,6200000
19849,58.0,57.0,1.0,1.0,1.0,1.0,1.0,6.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,16295.0,33.06,41.18,48.7,76.7,6779496
19833,45.0,28.0,5.0,2.0,4.0,9.0,3.0,2.0,1965.0,142243,Lefortovo,61208.0,16295.0,33.06,41.18,48.7,76.7,7600000
19842,65.0,35.0,10.0,2.0,8.0,9.0,3.0,2.0,1960.0,73007,Begovoe,61208.0,16295.0,33.06,41.18,48.7,76.7,9600000
19856,76.0,75.0,1.0,3.0,2.0,2.0,1.0,1.0,2014.0,116742,Tverskoe,61208.0,16295.0,33.06,41.18,48.7,76.7,7109155
19828,52.0,30.0,9.0,2.0,3.0,12.0,3.0,1.0,2000.0,165727,Mar'ino,61208.0,16295.0,33.06,41.18,48.7,76.7,9250000
19811,61.0,60.0,1.0,2.0,3.0,17.0,1.0,1.0,2014.0,247469,Nekrasovka,61208.0,16295.0,33.06,41.18,48.7,76.7,6293400
19813,59.0,29.0,11.0,2.0,6.0,10.0,3.0,1.0,2003.0,85219,Matushkino,61208.0,16295.0,33.06,41.18,48.7,76.7,7500000
19820,88.0,48.0,17.0,3.0,11.0,25.0,3.0,1.0,1992.0,102726,Jakimanka,61208.0,16295.0,33.06,41.18,48.7,76.7,15100000
19861,33.0,17.0,9.0,1.0,14.0,14.0,2.0,1.0,1971.0,55125,Babushkinskoe,61208.0,16295.0,33.06,41.18,48.7,76.7,6300000
19855,32.0,18.0,6.0,1.0,1.0,9.0,3.0,1.0,1973.0,145088,Birjulevo Zapadnoe,61208.0,16295.0,33.06,41.18,48.7,76.7,4500000
19839,52.0,17.0,13.0,1.0,13.0,27.0,3.0,4.0,2011.0,155427,Horoshevo-Mnevniki,61208.0,16295.0,33.06,41.18,48.7,76.7,6000000
19825,67.0,67.0,12.0,2.0,9.0,17.0,1.0,6.0,2014.0,1716730,Birjulevo Vostochnoe,61208.0,16295.0,33.06,41.18,48.7,76.7,9003162
19841,53.0,52.0,1.0,2.0,1.0,1.0,1.0,1.0,2015.0,2942,Poselenie Filimonkovskoe,61208.0,16295.0,33.06,41.18,48.7,76.7,4040250
19826,44.0,43.0,1.0,1.0,15.0,15.0,1.0,1.0,2014.0,2942,Poselenie Filimonkovskoe,61208.0,16295.0,33.06,41.18,48.7,76.7,4983720
19862,82.0,81.0,1.0,1.0,1.0,1.0,1.0,2.0,2014.0,9553,Poselenie Voskresenskoe,61208.0,16295.0,33.06,41.18,48.7,76.7,8593170
19829,41.0,20.0,8.0,1.0,9.0,14.0,2.0,1.0,1984.0,100846,Dmitrovskoe,61208.0,16295.0,33.06,41.18,48.7,76.7,1000000
19859,29.0,18.0,5.0,1.0,1.0,5.0,2.0,2.0,1961.0,89971,Ljublino,61208.0,16295.0,33.06,41.18,48.7,76.7,4650000
19834,53.0,29.0,8.0,2.0,20.0,40.0,1.0,4.0,2010.0,155427,Horoshevo-Mnevniki,61208.0,16295.0,33.06,41.18,48.7,76.7,6900000
21931,102.0,63.0,10.0,4.0,22.0,22.0,3.0,1.0,2003.0,81887,Hovrino,61208.0,16134.39,34.83,43.11,52.81,76.7,18500000
21955,32.0,18.0,6.0,1.0,9.0,9.0,2.0,1.0,1978.0,61396,Otradnoe,61208.0,16134.39,34.83,43.11,52.81,76.7,5500000
21940,53.0,30.0,8.0,2.0,9.0,12.0,2.0,1.0,1982.0,86206,Bibirevo,61208.0,16134.39,34.83,43.11,52.81,76.7,1100000
21944,29.0,17.0,5.0,1.0,3.0,9.0,2.0,2.0,1968.0,57405,Preobrazhenskoe,61208.0,16134.39,34.83,43.11,52.81,76.7,6100000
21934,41.0,18.0,9.0,1.0,15.0,17.0,1.0,5.0,2013.0,122862,Izmajlovo,61208.0,16134.39,34.83,43.11,52.81,76.7,4288679
21930,87.0,87.0,1.0,3.0,5.0,9.0,1.0,1.0,2014.0,221709,Krjukovo,61208.0,16134.39,34.83,43.11,52.81,76.7,8642700
21935,53.0,31.0,9.0,2.0,7.0,17.0,3.0,1.0,1985.0,67710,Krylatskoe,61208.0,16134.39,34.83,43.11,52.81,76.7,12700000
21939,77.0,45.0,10.0,3.0,5.0,17.0,3.0,1.0,1987.0,94561,Novokosino,61208.0,16134.39,34.83,43.11,52.81,76.7,11400000
21933,62.0,58.0,10.0,2.0,22.0,25.0,1.0,6.0,2015.0,21155,Mitino,61208.0,16134.39,34.83,43.11,52.81,76.7,10374099
21947,61.0,34.0,10.0,2.0,12.0,14.0,2.0,1.0,1997.0,94561,Novokosino,61208.0,16134.39,34.83,43.11,52.81,76.7,3800000
21948,38.0,20.0,8.0,2.0,3.0,7.0,2.0,1.0,2003.0,89971,Ljublino,61208.0,16134.39,34.83,43.11,52.81,76.7,2000000
21923,84.0,48.0,10.0,3.0,3.0,12.0,3.0,1.0,2002.0,102618,Juzhnoe Butovo,61208.0,16134.39,34.83,43.11,52.81,76.7,10800000
21921,61.0,60.0,1.0,2.0,8.0,17.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,16134.39,34.83,43.11,52.81,76.7,7167429
21927,37.0,19.0,7.0,1.0,12.0,17.0,3.0,1.0,2000.0,142243,Lefortovo,61208.0,16134.39,34.83,43.11,52.81,76.7,8950000
21926,38.0,37.0,1.0,1.0,15.0,16.0,1.0,1.0,2014.0,247469,Nekrasovka,61208.0,16134.39,34.83,43.11,52.81,76.7,4740000
21945,31.0,20.0,5.0,1.0,1.0,5.0,2.0,1.0,1960.0,130396,Cheremushki,61208.0,16134.39,34.83,43.11,52.81,76.7,5700000
21922,44.0,30.0,5.0,2.0,5.0,5.0,2.0,5.0,1962.0,64317,Lomonosovskoe,61208.0,16134.39,34.83,43.11,52.81,76.7,8000000
21951,87.0,57.0,9.0,3.0,3.0,3.0,3.0,2.0,1950.0,101708,Juzhnoportovoe,61208.0,16134.39,34.83,43.11,52.81,76.7,10900000
21936,45.0,28.0,6.0,2.0,3.0,12.0,3.0,5.0,1967.0,61039,Ramenki,61208.0,16134.39,34.83,43.11,52.81,76.7,9300000
21941,167.0,157.0,10.0,3.0,1.0,3.0,1.0,1.0,2015.0,6161,Poselenie Rogovskoe,61208.0,16134.39,34.83,43.11,52.81,76.7,7923741
21949,49.0,49.0,1.0,1.0,1.0,3.0,2.0,6.0,2014.0,2942,Poselenie Filimonkovskoe,61208.0,16134.39,34.83,43.11,52.81,76.7,4781500
21954,64.0,46.0,6.0,4.0,7.0,9.0,3.0,1.0,1975.0,61396,Otradnoe,61208.0,16134.39,34.83,43.11,52.81,76.7,10300000
21928,54.0,32.0,9.0,2.0,5.0,17.0,3.0,1.0,2007.0,96959,Levoberezhnoe,61208.0,16134.39,34.83,43.11,52.81,76.7,9700000
21956,42.0,39.0,10.0,1.0,11.0,18.0,1.0,6.0,2012.0,13890,Poselenie Sosenskoe,61208.0,16134.39,34.83,43.11,52.81,76.7,2500000
21942,36.0,18.0,6.0,1.0,11.0,12.0,2.0,1.0,1974.0,86206,Bibirevo,61208.0,16134.39,34.83,43.11,52.81,76.7,5950000
10403,56.0,40.0,4.0,3.0,3.0,9.0,3.0,2.0,1965.0,102590,Danilovskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,9250000
10378,45.0,44.0,1.0,1.0,1.0,1.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,4210817
10384,39.0,18.0,8.0,1.0,12.0,14.0,2.0,2.0,1974.0,178473,Pokrovskoe Streshnevo,55485.2,15215.84,34.53,42.1,49.12,76.37,6650000
10396,61.0,56.0,1.0,2.0,2.0,10.0,3.0,5.0,2013.0,116742,Tverskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,5824170
10379,58.0,42.0,7.0,3.0,2.0,9.0,2.0,2.0,1960.0,64317,Lomonosovskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,11000000
10386,43.0,27.0,5.0,2.0,8.0,9.0,2.0,2.0,1972.0,122862,Izmajlovo,55485.2,15215.84,34.53,42.1,49.12,76.37,7400000
10383,51.0,35.0,6.0,2.0,6.0,9.0,3.0,1.0,1970.0,111874,Chertanovo Central'noe,55485.2,15215.84,34.53,42.1,49.12,76.37,3400000
10397,36.0,19.0,6.0,1.0,7.0,17.0,3.0,1.0,2004.0,36154,Perovo,55485.2,15215.84,34.53,42.1,49.12,76.37,7000000
10409,79.0,55.0,9.0,3.0,3.0,5.0,2.0,2.0,1958.0,83369,Rjazanskij,55485.2,15215.84,34.53,42.1,49.12,76.37,3000000
10380,73.0,43.0,10.0,3.0,11.0,17.0,2.0,1.0,1976.0,81887,Hovrino,55485.2,15215.84,34.53,42.1,49.12,76.37,12400000
10373,38.0,18.0,10.0,1.0,5.0,22.0,3.0,1.0,2000.0,165727,Mar'ino,55485.2,15215.84,34.53,42.1,49.12,76.37,6500000
10400,77.0,77.0,1.0,3.0,6.0,17.0,1.0,1.0,2014.0,247469,Nekrasovka,55485.2,15215.84,34.53,42.1,49.12,76.37,7257928
10367,65.0,30.0,8.0,2.0,1.0,17.0,1.0,1.0,2013.0,9553,Poselenie Voskresenskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,5252520
10388,79.0,44.0,12.0,3.0,4.0,14.0,3.0,1.0,2004.0,27992,Juzhnoe Medvedkovo,55485.2,15215.84,34.53,42.1,49.12,76.37,13500000
10389,32.0,19.0,6.0,1.0,5.0,9.0,2.0,1.0,1970.0,145576,Caricyno,55485.2,15215.84,34.53,42.1,49.12,76.37,5000000
10393,60.0,60.0,0.0,2.0,21.0,24.0,3.0,1.0,2006.0,111874,Chertanovo Central'noe,55485.2,15215.84,34.53,42.1,49.12,76.37,5391556
10408,37.0,22.0,7.0,2.0,8.0,9.0,3.0,5.0,1965.0,76670,Zjuzino,55485.2,15215.84,34.53,42.1,49.12,76.37,6400000
10394,39.0,20.0,10.0,1.0,6.0,22.0,3.0,1.0,2003.0,102618,Juzhnoe Butovo,55485.2,15215.84,34.53,42.1,49.12,76.37,5850000
10370,44.0,28.0,6.0,2.0,8.0,9.0,2.0,1.0,1970.0,104410,Veshnjaki,55485.2,15215.84,34.53,42.1,49.12,76.37,6400000
10406,38.0,20.0,10.0,1.0,8.0,22.0,3.0,1.0,1985.0,85721,Brateevo,55485.2,15215.84,34.53,42.1,49.12,76.37,5300000
10401,32.0,18.0,6.0,1.0,4.0,9.0,3.0,1.0,1970.0,79576,Losinoostrovskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,4975000
10404,52.0,30.0,9.0,2.0,9.0,15.0,3.0,1.0,2001.0,165727,Mar'ino,55485.2,15215.84,34.53,42.1,49.12,76.37,9150000
10381,55.0,32.0,9.0,2.0,16.0,16.0,2.0,5.0,1979.0,157010,Ivanovskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,6500000
10390,58.0,37.0,6.0,3.0,8.0,9.0,2.0,1.0,1970.0,79576,Losinoostrovskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,7750000
10405,59.0,37.0,6.0,3.0,1.0,9.0,3.0,1.0,1979.0,12327,Gol'janovo,55485.2,15215.84,34.53,42.1,49.12,76.37,7300000
10391,39.0,21.0,8.0,1.0,7.0,12.0,2.0,1.0,1978.0,12327,Gol'janovo,55485.2,15215.84,34.53,42.1,49.12,76.37,5900000
10368,45.0,45.0,0.0,3.0,17.0,25.0,3.0,6.0,2013.0,13890,Poselenie Sosenskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,4686500
10407,104.0,64.0,1.0,4.0,1.0,1.0,1.0,1.0,2013.0,9553,Poselenie Voskresenskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,9530900
10385,64.0,39.0,8.0,3.0,1.0,12.0,2.0,1.0,1976.0,61396,Otradnoe,55485.2,15215.84,34.53,42.1,49.12,76.37,8450000
10399,32.0,16.0,7.0,1.0,6.0,9.0,4.0,1.0,1970.0,111874,Chertanovo Central'noe,55485.2,15215.84,34.53,42.1,49.12,76.37,6090000
10382,24.0,16.0,3.0,1.0,1.0,5.0,2.0,2.0,1965.0,145576,Caricyno,55485.2,15215.84,34.53,42.1,49.12,76.37,3725000
10369,39.0,20.0,10.0,1.0,20.0,22.0,3.0,1.0,2003.0,83844,Obruchevskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,9000000
10376,37.0,23.0,5.0,2.0,6.0,12.0,3.0,1.0,1972.0,76284,Nagatinskij Zaton,55485.2,15215.84,34.53,42.1,49.12,76.37,7100000
10377,30.0,29.0,1.0,1.0,20.0,25.0,1.0,1.0,2015.0,13890,Poselenie Sosenskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,3519000
10371,79.0,41.0,38.0,3.0,5.0,17.0,1.0,6.0,2013.0,9553,Poselenie Voskresenskoe,55485.2,15215.84,34.53,42.1,49.12,76.37,7281225
27371,36.0,19.0,7.0,1.0,14.0,17.0,2.0,1.0,1990.0,78616,Severnoe Butovo,64310.0,17817.4,33.88,43.29,52.64,76.77,7050000
27373,56.0,42.0,5.0,3.0,4.0,5.0,2.0,2.0,1964.0,89971,Ljublino,64310.0,17817.4,33.88,43.29,52.64,76.77,8100000
27367,34.0,19.0,9.0,1.0,2.0,12.0,2.0,5.0,1972.0,19940,Nizhegorodskoe,64310.0,17817.4,33.88,43.29,52.64,76.77,4500000
27354,79.0,74.0,1.0,3.0,4.0,20.0,1.0,4.0,2014.0,221709,Krjukovo,64310.0,17817.4,33.88,43.29,52.64,76.77,7751800
27350,30.0,19.0,3.0,1.0,1.0,17.0,2.0,1.0,2011.0,13890,Poselenie Sosenskoe,64310.0,17817.4,33.88,43.29,52.64,76.77,2000000
27363,30.0,18.0,5.0,1.0,2.0,5.0,3.0,2.0,1963.0,178473,Pokrovskoe Streshnevo,64310.0,17817.4,33.88,43.29,52.64,76.77,1790000
27353,54.0,32.0,9.0,2.0,8.0,9.0,2.0,1.0,1996.0,102618,Juzhnoe Butovo,64310.0,17817.4,33.88,43.29,52.64,76.77,8250000
27364,43.0,19.0,8.0,1.0,5.0,10.0,2.0,1.0,2008.0,102618,Juzhnoe Butovo,64310.0,17817.4,33.88,43.29,52.64,76.77,4087500
27356,112.0,112.0,10.0,4.0,18.0,18.0,1.0,4.0,2015.0,39873,Poselenie Shherbinka,64310.0,17817.4,33.88,43.29,52.64,76.77,7793323
27351,62.0,59.0,1.0,2.0,15.0,25.0,1.0,1.0,2015.0,247469,Nekrasovka,64310.0,17817.4,33.88,43.29,52.64,76.77,6552000
27372,51.0,30.0,9.0,2.0,14.0,15.0,3.0,1.0,2002.0,125111,Solncevo,64310.0,17817.4,33.88,43.29,52.64,76.77,8800000
27368,37.0,36.0,1.0,1.0,14.0,15.0,1.0,1.0,2015.0,116742,Tverskoe,64310.0,17817.4,33.88,43.29,52.64,76.77,4008916
27361,53.0,30.0,8.0,2.0,10.0,12.0,2.0,1.0,1981.0,86206,Bibirevo,64310.0,17817.4,33.88,43.29,52.64,76.77,8400000
27362,44.0,27.0,5.0,2.0,5.0,9.0,3.0,1.0,1974.0,32071,Staroe Krjukovo,64310.0,17817.4,33.88,43.29,52.64,76.77,5800000
27366,45.0,27.0,5.0,2.0,2.0,9.0,3.0,1.0,1974.0,77878,Orehovo-Borisovo Severnoe,64310.0,17817.4,33.88,43.29,52.64,76.77,8325000
27370,38.0,18.0,7.0,1.0,3.0,17.0,2.0,1.0,2003.0,125111,Solncevo,64310.0,17817.4,33.88,43.29,52.64,76.77,5900000
27349,74.0,40.0,12.0,2.0,7.0,15.0,1.0,4.0,2012.0,1716730,Birjulevo Vostochnoe,64310.0,17817.4,33.88,43.29,52.64,76.77,6866860
29702,39.0,39.0,0.0,1.0,14.0,14.0,3.0,1.0,1984.0,37502,Sviblovo,64310.0,18745.28,31.09,39.16,50.42,76.77,8159000
29715,64.0,33.0,9.0,2.0,5.0,15.0,3.0,6.0,2012.0,1716730,Birjulevo Vostochnoe,64310.0,18745.28,31.09,39.16,50.42,76.77,5550000
29710,49.0,49.0,1.0,1.0,2.0,17.0,1.0,1.0,2017.0,13890,Poselenie Sosenskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,4773579
29714,45.0,30.0,5.0,2.0,3.0,5.0,2.0,5.0,1962.0,85083,Sokolinaja Gora,64310.0,18745.28,31.09,39.16,50.42,76.77,7250000
29709,51.0,51.0,0.0,2.0,2.0,2.0,1.0,1.0,2015.0,8384,Poselenie Novofedorovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,2560000
29697,33.0,14.0,10.0,1.0,6.0,16.0,3.0,1.0,2002.0,53786,Severnoe Tushino,64310.0,18745.28,31.09,39.16,50.42,76.77,6800000
29712,116.0,98.0,8.0,1.0,11.0,41.0,1.0,4.0,2011.0,116742,Tverskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,3700000
29707,39.0,39.0,1.0,1.0,18.0,19.0,3.0,1.0,2015.0,115352,Nagornoe,64310.0,18745.28,31.09,39.16,50.42,76.77,10174898
29699,56.0,32.0,10.0,2.0,3.0,17.0,4.0,1.0,1977.0,130396,Cheremushki,64310.0,18745.28,31.09,39.16,50.42,76.77,13075000
29700,37.0,35.0,10.0,1.0,15.0,16.0,3.0,5.0,1987.0,1362363,Akademicheskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,7500000
29701,84.0,83.0,1.0,3.0,11.0,17.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,8818621
29693,57.0,56.0,1.0,2.0,5.0,17.0,1.0,4.0,2017.0,37502,Sviblovo,64310.0,18745.28,31.09,39.16,50.42,76.77,10679040
29703,82.0,50.0,11.0,4.0,4.0,16.0,2.0,1.0,1977.0,1452550,Bogorodskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,16500000
29716,80.0,55.0,15.0,3.0,6.0,24.0,1.0,6.0,2017.0,76284,Nagatinskij Zaton,64310.0,18745.28,31.09,39.16,50.42,76.77,12233960
29705,62.0,62.0,1.0,2.0,3.0,22.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,7680172
29708,41.0,16.0,11.0,1.0,1.0,4.0,1.0,2.0,2015.0,5740,Poselenie Pervomajskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,3843960
29711,41.0,25.0,5.0,2.0,8.0,9.0,3.0,2.0,1970.0,101982,Tekstil'shhiki,64310.0,18745.28,31.09,39.16,50.42,76.77,7400000
29704,58.0,30.0,11.0,2.0,16.0,17.0,4.0,1.0,2012.0,17790,Poselenie Vnukovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,4000000
29713,54.0,32.0,9.0,2.0,6.0,17.0,3.0,1.0,1989.0,123280,Taganskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,13500000
29695,67.0,35.0,9.0,2.0,8.0,25.0,3.0,4.0,2014.0,17790,Poselenie Vnukovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,4798582
22093,41.0,41.0,1.0,1.0,12.0,13.0,1.0,1.0,2014.0,9553,Poselenie Voskresenskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,4631820
22055,40.0,17.0,8.0,1.0,9.0,14.0,2.0,4.0,2006.0,247469,Nekrasovka,61208.0,16165.3,34.52,43.26,51.41,76.7,4300000
22089,40.0,20.0,9.0,1.0,17.0,17.0,1.0,2.0,2015.0,247469,Nekrasovka,61208.0,16165.3,34.52,43.26,51.41,76.7,4800000
22052,61.0,51.0,10.0,2.0,18.0,22.0,1.0,4.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,7378587
22060,60.0,37.0,6.0,3.0,2.0,9.0,3.0,1.0,1971.0,47245,Meshhanskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,13400000
22046,59.0,59.0,0.0,2.0,6.0,6.0,1.0,1.0,2015.0,13890,Poselenie Sosenskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,6436220
22073,56.0,55.0,1.0,2.0,16.0,16.0,1.0,1.0,2016.0,76284,Nagatinskij Zaton,61208.0,16165.3,34.52,43.26,51.41,76.7,9574906
22084,40.0,17.0,8.0,1.0,7.0,12.0,3.0,1.0,2004.0,102828,Kosino-Uhtomskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,5700000
22054,53.0,32.0,9.0,2.0,9.0,17.0,4.0,1.0,2001.0,80791,Horoshevskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,13400000
22091,33.0,19.0,6.0,1.0,2.0,4.0,3.0,2.0,1962.0,55125,Babushkinskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,990000
22071,62.0,40.0,6.0,3.0,6.0,9.0,3.0,1.0,1965.0,101982,Tekstil'shhiki,61208.0,16165.3,34.52,43.26,51.41,76.7,9500000
22079,79.0,52.0,8.0,4.0,3.0,12.0,2.0,1.0,1981.0,156377,Strogino,61208.0,16165.3,34.52,43.26,51.41,76.7,13500000
22045,57.0,56.0,11.0,2.0,7.0,14.0,3.0,1.0,2008.0,27992,Juzhnoe Medvedkovo,61208.0,16165.3,34.52,43.26,51.41,76.7,2000000
22067,59.0,34.0,10.0,2.0,15.0,18.0,2.0,1.0,1998.0,165727,Mar'ino,61208.0,16165.3,34.52,43.26,51.41,76.7,8500000
22090,35.0,14.0,10.0,1.0,6.0,16.0,2.0,1.0,1996.0,21155,Mitino,61208.0,16165.3,34.52,43.26,51.41,76.7,6800000
22065,56.0,41.0,5.0,3.0,6.0,9.0,3.0,2.0,1971.0,89467,Fili Davydkovo,61208.0,16165.3,34.52,43.26,51.41,76.7,12400000
22086,69.0,36.0,0.0,2.0,14.0,17.0,1.0,1.0,2014.0,96959,Levoberezhnoe,61208.0,16165.3,34.52,43.26,51.41,76.7,11213650
22075,51.0,30.0,8.0,2.0,10.0,17.0,3.0,1.0,1992.0,21155,Mitino,61208.0,16165.3,34.52,43.26,51.41,76.7,9150000
22056,70.0,69.0,1.0,2.0,11.0,12.0,1.0,6.0,2015.0,13890,Poselenie Sosenskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,6066060
22058,47.0,31.0,9.0,2.0,1.0,12.0,3.0,1.0,1969.0,72131,Novogireevo,61208.0,16165.3,34.52,43.26,51.41,76.7,6500000
22063,105.0,51.0,13.0,3.0,18.0,19.0,1.0,6.0,2012.0,122862,Izmajlovo,61208.0,16165.3,34.52,43.26,51.41,76.7,6585626
22078,94.0,94.0,1.0,3.0,1.0,1.0,1.0,1.0,2014.0,156377,Strogino,61208.0,16165.3,34.52,43.26,51.41,76.7,18405400
22061,38.0,19.0,10.0,1.0,2.0,17.0,3.0,1.0,1976.0,81887,Hovrino,61208.0,16165.3,34.52,43.26,51.41,76.7,6750000
22077,43.0,42.0,1.0,1.0,3.0,12.0,1.0,1.0,2014.0,5740,Poselenie Pervomajskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,3163950
22050,102.0,101.0,1.0,3.0,4.0,9.0,1.0,1.0,2015.0,5740,Poselenie Pervomajskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,7088275
22094,64.0,44.0,9.0,2.0,17.0,17.0,1.0,1.0,2015.0,7341,Poselenie Moskovskij,61208.0,16165.3,34.52,43.26,51.41,76.7,5929795
22053,32.0,19.0,6.0,1.0,2.0,6.0,3.0,2.0,1960.0,142243,Lefortovo,61208.0,16165.3,34.52,43.26,51.41,76.7,6500000
22068,46.0,46.0,1.0,1.0,9.0,22.0,1.0,2.0,2015.0,96959,Levoberezhnoe,61208.0,16165.3,34.52,43.26,51.41,76.7,7884810
22048,37.0,37.0,0.0,1.0,8.0,17.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,4835861
22081,60.0,42.0,6.0,3.0,11.0,12.0,3.0,5.0,1966.0,48439,Zjablikovo,61208.0,16165.3,34.52,43.26,51.41,76.7,8500000
22059,74.0,50.0,9.0,3.0,6.0,12.0,2.0,1.0,1990.0,221709,Krjukovo,61208.0,16165.3,34.52,43.26,51.41,76.7,8100000
22062,53.0,32.0,9.0,2.0,3.0,12.0,3.0,1.0,1992.0,1318695,Vyhino-Zhulebino,61208.0,16165.3,34.52,43.26,51.41,76.7,8000000
22087,43.0,26.0,6.0,2.0,3.0,5.0,2.0,1.0,1959.0,155427,Horoshevo-Mnevniki,61208.0,16165.3,34.52,43.26,51.41,76.7,7650000
22378,68.0,34.0,14.0,2.0,10.0,20.0,4.0,4.0,2008.0,130229,Moskvorech'e-Saburovo,61208.0,16165.3,34.52,43.26,51.41,76.7,12200000
22406,71.0,71.0,1.0,3.0,1.0,1.0,1.0,1.0,2015.0,247469,Nekrasovka,61208.0,16165.3,34.52,43.26,51.41,76.7,6993600
22403,36.0,19.0,8.0,1.0,8.0,21.0,2.0,5.0,1991.0,43795,Pechatniki,61208.0,16165.3,34.52,43.26,51.41,76.7,6000000
22404,34.0,19.0,6.0,1.0,5.0,6.0,3.0,2.0,1962.0,139322,Severnoe Izmajlovo,61208.0,16165.3,34.52,43.26,51.41,76.7,2500000
